Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Date,Hour,DayOfWeek,Month,Year,CPU_Status,Memory_Status,Disk_Status,System_Health_Score,System_Health_Status
Station1_LOG00561,SRV070,CL-1,2025-08-01 14:20:00,64.43,48.63,39.07,18.81,23.0,448.16,8.07,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,14,Friday,8,2025,Medium,Low,Low,49.29,Fair
Station1_LOG00562,SRV077,CL-1,2025-08-01 12:25:00,89.59,77.04,63.77,23.3,3.99,663.86,5.77,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,12,Friday,8,2025,High,Medium,Medium,23.200000000000003,Poor
Station1_LOG00563,SRV016,CL-2,2025-08-01 02:47:00,34.44,54.63,47.64,8.0,20.49,338.52,6.56,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,2,Friday,8,2025,Low,Medium,Low,54.43000000000001,Fair
Station1_LOG00564,SRV084,CL-9,2025-08-02 00:24:00,59.2,62.74,69.78,22.43,6.35,610.98,8.32,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,0,Saturday,8,2025,Medium,Medium,Medium,36.093333333333334,Poor
Station1_LOG00565,SRV043,CL-8,2025-08-01 14:43:00,70.3,30.24,41.78,16.23,12.5,373.08,9.31,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,14,Friday,8,2025,Medium,Low,Low,52.56,Fair
Station1_LOG00566,SRV073,CL-3,2025-08-02 17:46:00,73.11,77.43,65.18,1.69,24.59,146.07,0.87,Station1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-02,17,Saturday,8,2025,Medium,Medium,Medium,28.09333333333332,Poor
Station1_LOG00567,SRV043,CL-8,2025-08-02 13:56:00,56.7,32.58,50.0,21.82,12.51,971.24,7.27,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,13,Saturday,8,2025,Medium,Low,Medium,53.57333333333333,Fair
Station1_LOG00568,SRV041,CL-10,2025-08-01 00:26:00,77.74,88.05,61.35,14.22,15.35,665.39,5.04,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,0,Friday,8,2025,Medium,High,Medium,24.286666666666676,Poor
Station1_LOG00569,SRV035,CL-6,2025-08-01 15:36:00,38.55,50.6,58.85,6.5,15.86,994.14,9.56,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,15,Friday,8,2025,Low,Medium,Medium,50.666666666666664,Fair
Station1_LOG00570,SRV032,CL-4,2025-08-01 08:59:00,52.17,85.94,21.68,13.86,11.37,832.19,4.61,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,8,Friday,8,2025,Medium,High,Low,46.73666666666666,Fair
Station1_LOG00571,SRV081,CL-4,2025-08-02 21:30:00,56.21,33.78,49.39,21.92,18.61,955.33,3.87,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,21,Saturday,8,2025,Medium,Low,Low,53.54,Fair
Station1_LOG00572,SRV012,CL-3,2025-08-01 10:14:00,56.59,69.74,52.64,8.58,19.49,196.61,7.21,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,2025-08-01,10,Friday,8,2025,Medium,Medium,Medium,40.343333333333334,Fair
Station1_LOG00573,SRV036,CL-9,2025-08-01 18:22:00,86.48,41.95,22.49,11.35,12.87,352.17,5.36,Station1,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,18,Friday,8,2025,High,Low,Low,49.69333333333333,Fair
Station1_LOG00574,SRV041,CL-10,2025-08-01 23:19:00,69.32,83.8,75.29,15.11,9.91,689.11,8.05,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,23,Friday,8,2025,Medium,High,Medium,23.86333333333333,Poor
Station1_LOG00575,SRV066,CL-9,2025-08-01 06:00:00,85.19,40.1,30.21,2.17,22.55,231.78,3.2,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,6,Friday,8,2025,High,Low,Low,48.166666666666664,Fair
Station1_LOG00576,SRV078,CL-1,2025-08-02 14:36:00,14.6,22.07,22.29,5.17,0.78,583.45,5.08,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-02,14,Saturday,8,2025,Low,Low,Low,80.34666666666666,Excellent
Station1_LOG00577,SRV066,CL-9,2025-08-01 10:11:00,89.36,79.95,39.5,6.96,12.875,818.41,1.9,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,10,Friday,8,2025,High,Medium,Low,30.39666666666666,Poor
Station1_LOG00578,SRV005,CL-3,2025-08-01 08:31:00,71.53,55.575,21.12,28.45,15.52,978.33,0.56,Station1,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,8,Friday,8,2025,Medium,Medium,Low,50.59166666666667,Fair
Station1_LOG00579,SRV046,CL-7,2025-08-01 12:31:00,73.19,52.47,75.4,23.79,3.42,245.91,9.48,Station1,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,2025-08-01,12,Friday,8,2025,Medium,Medium,Medium,32.980000000000004,Poor
Station1_LOG00580,SRV020,CL-9,2025-08-02 06:41:00,20.22,27.42,12.48,5.08,2.0,425.1,6.61,Station1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,6,Saturday,8,2025,Low,Low,Low,79.96,Good
Station1_LOG00581,SRV073,CL-3,2025-08-02 01:41:00,84.03,64.33,6.84,1.31,18.59,956.79,9.32,Station1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-02,1,Saturday,8,2025,High,Medium,Low,48.26666666666666,Fair
Station1_LOG00582,SRV032,CL-4,2025-08-01 08:33:00,24.1,72.26,9.0,22.15,7.1,231.38,1.86,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,8,Friday,8,2025,Low,Medium,Low,64.88,Good
Station1_LOG00583,SRV084,CL-9,2025-08-02 23:24:00,48.99,29.11,53.06,10.39,20.16,528.66,5.93,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,23,Saturday,8,2025,Low,Low,Medium,56.28,Fair
Station1_LOG00584,SRV089,CL-1,2025-08-01 06:50:00,42.95,27.33,20.7,8.09,23.81,518.97,6.52,Station1,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,6,Friday,8,2025,Low,Low,Low,69.67333333333333,Good
Station1_LOG00585,SRV040,CL-6,2025-08-02 11:36:00,33.46,24.54,59.43,19.4,11.58,346.0,7.4,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,11,Saturday,8,2025,Low,Low,Medium,60.85666666666666,Good
Station1_LOG00586,SRV013,CL-2,2025-08-02 18:05:00,30.9,53.17,49.12,23.36,10.13,510.96,1.6,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,18,Saturday,8,2025,Low,Medium,Low,55.60333333333333,Fair
Station1_LOG00587,SRV035,CL-6,2025-08-01 02:54:00,85.8,66.92,33.7,20.26,3.36,159.99,8.27,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,2,Friday,8,2025,High,Medium,Low,37.85999999999999,Poor
Station1_LOG00588,SRV066,CL-9,2025-08-01 22:10:00,47.55,82.89,51.19,24.77,10.63,319.56,3.88,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,22,Friday,8,2025,Low,High,Medium,39.45666666666667,Poor
Station1_LOG00589,SRV071,CL-2,2025-08-02 14:58:00,42.35,78.64,29.79,25.92,0.99,415.36,9.26,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,14,Saturday,8,2025,Low,Medium,Low,49.74,Fair
Station1_LOG00590,SRV011,CL-7,2025-08-01 22:49:00,46.77,83.75,72.7,29.91,2.62,565.26,4.77,Station1,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,2025-08-01,22,Friday,8,2025,Low,High,Medium,32.25999999999999,Poor
Station1_LOG00591,SRV016,CL-2,2025-08-01 12:12:00,92.78,66.54,5.84,3.85,19.17,352.33,8.49,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,12,Friday,8,2025,High,Medium,Low,44.946666666666665,Fair
Station1_LOG00592,SRV027,CL-7,2025-08-01 09:00:00,59.2,31.35,17.95,20.29,7.88,714.6,9.32,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,9,Friday,8,2025,Medium,Low,Low,63.83333333333333,Good
Station1_LOG00593,SRV034,CL-6,2025-08-02 22:54:00,93.12,50.17,41.1,0.89,4.52,889.54,0.43,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,22,Saturday,8,2025,High,Medium,Low,38.53666666666666,Poor
Station1_LOG00594,SRV019,CL-2,2025-08-01 06:13:00,83.76,27.9,70.71,7.66,24.18,979.53,7.08,Station1,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,6,Friday,8,2025,High,Low,Medium,39.21,Poor
Station1_LOG00595,SRV023,CL-1,2025-08-02 09:56:00,90.38,34.96,62.02,28.94,12.66,692.07,9.22,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,9,Saturday,8,2025,High,Low,Medium,37.54666666666666,Poor
Station1_LOG00596,SRV097,CL-3,2025-08-01 05:04:00,90.76,67.15,79.36,9.52,4.87,170.73,7.65,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,5,Friday,8,2025,High,Medium,Medium,20.909999999999982,Poor
Station1_LOG00597,SRV027,CL-7,2025-08-02 00:28:00,68.97,37.26,58.89,27.87,1.75,887.4,4.5,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,0,Saturday,8,2025,Medium,Low,Medium,44.96,Fair
Station1_LOG00598,SRV081,CL-4,2025-08-02 04:30:00,59.9,42.48,12.28,23.49,8.79,207.04,3.14,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,4,Saturday,8,2025,Medium,Low,Low,61.78,Good
Station1_LOG00599,SRV050,CL-1,2025-08-02 11:42:00,42.89,31.9,40.53,25.22,6.48,372.43,9.55,Station1,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,2025-08-02,11,Saturday,8,2025,Low,Low,Low,61.56,Good
Station1_LOG00600,SRV035,CL-6,2025-08-02 12:36:00,65.01,32.14,9.95,5.36,0.7,929.52,3.1,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,12,Saturday,8,2025,Medium,Low,Low,64.3,Good
Station1_LOG00601,SRV081,CL-4,2025-08-01 13:11:00,12.35,38.23,33.86,3.07,22.44,761.47,3.94,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,13,Friday,8,2025,Low,Low,Low,71.85333333333334,Good
Station1_LOG00602,SRV074,CL-3,2025-08-02 14:53:00,35.06,65.66,68.78,11.47,18.15,649.15,5.98,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,14,Saturday,8,2025,Low,Medium,Medium,43.5,Fair
Station1_LOG00603,SRV094,CL-8,2025-08-01 04:40:00,47.19,71.32,36.03,7.29,22.9,871.12,2.38,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,4,Friday,8,2025,Low,Medium,Low,48.48666666666667,Fair
Station1_LOG00604,SRV014,CL-10,2025-08-02 18:43:00,30.33,48.15,44.67,23.0,13.12,431.93,1.31,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,18,Saturday,8,2025,Low,Low,Low,58.95,Fair
Station1_LOG00605,SRV026,CL-2,2025-08-02 22:13:00,44.64,66.38,73.59,10.4,7.78,925.34,9.71,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,22,Saturday,8,2025,Low,Medium,Medium,38.46333333333333,Poor
Station1_LOG00606,SRV028,CL-2,2025-08-02 01:35:00,41.79,80.6,13.36,1.09,13.61,709.62,5.95,Station1,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,1,Saturday,8,2025,Low,High,Low,54.75,Fair
Station1_LOG00607,SRV046,CL-7,2025-08-02 07:16:00,49.32,68.22,29.34,25.64,19.1,974.63,2.35,Station1,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,2025-08-02,7,Saturday,8,2025,Low,Medium,Low,51.04,Fair
Station1_LOG00608,SRV026,CL-2,2025-08-01 10:44:00,85.61,81.68,17.42,15.81,22.28,181.24,0.58,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,10,Friday,8,2025,High,High,Low,38.429999999999986,Poor
Station1_LOG00609,SRV040,CL-6,2025-08-02 09:53:00,30.47,42.24,63.5,3.57,16.74,302.78,8.95,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,9,Saturday,8,2025,Low,Low,Medium,54.596666666666664,Fair
Station1_LOG00610,SRV013,CL-2,2025-08-02 02:05:00,47.66,75.92,41.94,28.17,15.97,949.32,6.79,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,2,Saturday,8,2025,Low,Medium,Low,44.826666666666675,Fair
Station1_LOG00611,SRV016,CL-2,2025-08-01 00:49:00,13.01,69.54,34.73,21.47,10.64,521.59,8.57,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,0,Friday,8,2025,Low,Medium,Low,60.906666666666666,Good
Station1_LOG00612,SRV032,CL-4,2025-08-01 09:35:00,92.86,64.05,10.56,5.98,18.71,895.27,1.33,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,9,Friday,8,2025,High,Medium,Low,44.17666666666667,Fair
Station1_LOG00613,SRV084,CL-9,2025-08-02 07:30:00,31.39,38.94,14.21,12.34,7.54,578.7,7.04,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,7,Saturday,8,2025,Low,Low,Low,71.82000000000001,Good
Station1_LOG00614,SRV074,CL-3,2025-08-01 16:58:00,84.57,76.51,37.4,4.86,14.87,233.88,3.22,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,16,Friday,8,2025,High,Medium,Low,33.84,Poor
Station1_LOG00615,SRV014,CL-10,2025-08-02 01:49:00,22.6,52.31,5.94,11.59,17.26,995.16,8.75,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,1,Saturday,8,2025,Low,Medium,Low,73.05,Good
Station1_LOG00616,SRV070,CL-1,2025-08-01 07:34:00,19.01,80.79,21.45,18.66,24.59,327.07,4.86,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,7,Friday,8,2025,Low,High,Low,59.58333333333333,Fair
Station1_LOG00617,SRV014,CL-10,2025-08-01 02:37:00,16.79,37.62,76.92,28.35,4.07,461.78,4.97,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,2025-08-01,2,Friday,8,2025,Low,Low,Medium,56.223333333333336,Fair
Station1_LOG00618,SRV074,CL-3,2025-08-02 02:36:00,72.22,80.75,76.91,1.55,15.72,321.92,1.18,Station1,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,2,Saturday,8,2025,Medium,High,Medium,23.373333333333335,Poor
Station1_LOG00619,SRV063,CL-10,2025-08-02 18:49:00,40.4,28.36,60.96,7.99,11.06,477.49,0.98,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-02,18,Saturday,8,2025,Low,Low,Medium,56.76,Fair
Station1_LOG00620,SRV077,CL-1,2025-08-02 02:18:00,30.87,55.575,72.92,28.98,20.67,274.71,2.53,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,2,Saturday,8,2025,Low,Medium,Medium,46.87833333333333,Fair
Station1_LOG00621,SRV078,CL-1,2025-08-02 17:08:00,11.86,27.44,22.14,23.17,23.73,659.89,4.98,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-02,17,Saturday,8,2025,Low,Low,Low,79.52,Good
Station1_LOG00622,SRV094,CL-8,2025-08-02 19:23:00,81.19,26.79,44.07,12.01,23.66,390.51,5.51,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,19,Saturday,8,2025,High,Low,Low,49.31666666666667,Fair
Station1_LOG00623,SRV084,CL-9,2025-08-02 09:11:00,70.09,34.95,77.66,20.59,2.25,135.92,3.2,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,9,Saturday,8,2025,Medium,Low,Medium,39.1,Poor
Station1_LOG00624,SRV071,CL-2,2025-08-02 04:53:00,71.76,49.71,44.1,26.6,6.41,957.06,1.15,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,4,Saturday,8,2025,Medium,Low,Low,44.81,Fair
Station1_LOG00625,SRV019,CL-2,2025-08-01 20:41:00,40.63,79.32,22.63,6.61,20.4,253.91,8.91,Station1,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,20,Friday,8,2025,Low,Medium,Low,52.473333333333336,Fair
Station1_LOG00626,SRV091,CL-2,2025-08-01 21:14:00,34.21,60.69,29.94,12.69,0.61,732.26,7.55,Station1,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,21,Friday,8,2025,Low,Medium,Low,58.38666666666666,Fair
Station1_LOG00627,SRV073,CL-3,2025-08-02 14:46:00,82.94,79.36,77.78,6.03,4.75,605.39,7.48,Station1,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,2025-08-02,14,Saturday,8,2025,High,Medium,Medium,19.97333333333333,Poor
Station1_LOG00628,SRV054,CL-9,2025-08-01 16:37:00,82.47,83.21,70.57,14.93,7.3,447.88,4.46,Station1,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,16,Friday,8,2025,High,High,Medium,21.25,Poor
Station1_LOG00629,SRV032,CL-4,2025-08-02 06:03:00,55.97,47.7,57.09,18.23,7.54,126.33,2.28,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,6,Saturday,8,2025,Medium,Low,Medium,46.413333333333334,Fair
Station1_LOG00630,SRV008,CL-1,2025-08-01 12:49:00,24.06,34.0,10.32,12.3,14.86,286.03,2.89,Station1,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,12,Friday,8,2025,Low,Low,Low,77.20666666666666,Good
Station1_LOG00631,SRV046,CL-7,2025-08-01 15:45:00,12.84,29.89,78.79,8.11,13.4,133.09,1.47,Station1,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,2025-08-01,15,Friday,8,2025,Low,Low,Medium,59.49333333333333,Fair
Station1_LOG00632,SRV048,CL-9,2025-08-01 22:28:00,34.02,55.575,19.1,29.42,16.09,460.95,0.47,Station1,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,2025-08-01,22,Friday,8,2025,Low,Medium,Low,63.76833333333334,Good
Station1_LOG00633,SRV040,CL-6,2025-08-02 07:22:00,32.42,78.59,23.56,8.97,2.34,723.95,1.04,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,7,Saturday,8,2025,Low,Medium,Low,55.14333333333334,Fair
Station1_LOG00634,SRV032,CL-4,2025-08-02 18:37:00,10.99,55.575,55.28,7.36,15.82,402.13,6.73,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,18,Saturday,8,2025,Low,Medium,Medium,59.385,Fair
Station1_LOG00635,SRV034,CL-6,2025-08-02 18:52:00,80.77,63.2,59.54,1.65,5.5,338.21,9.93,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,18,Saturday,8,2025,High,Medium,Medium,32.16333333333334,Poor
Station1_LOG00636,SRV040,CL-6,2025-08-02 03:08:00,79.97,88.43,24.59,16.24,17.85,937.72,8.67,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,3,Saturday,8,2025,Medium,High,Low,35.67,Poor
Station1_LOG00637,SRV066,CL-9,2025-08-02 07:34:00,24.88,85.24,41.7,3.95,14.53,335.42,1.28,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,7,Saturday,8,2025,Low,High,Low,49.39333333333334,Fair
Station1_LOG00638,SRV016,CL-2,2025-08-02 07:00:00,35.84,75.86,59.7,7.95,1.59,484.14,9.45,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,7,Saturday,8,2025,Low,Medium,Medium,42.86666666666667,Fair
Station1_LOG00639,SRV001,CL-8,2025-08-02 22:40:00,71.55,49.84,54.36,2.77,6.56,207.75,7.58,Station1,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,2025-08-02,22,Saturday,8,2025,Medium,Low,Medium,41.416666666666664,Fair
Station1_LOG00640,SRV045,CL-2,2025-08-02 11:28:00,86.36,55.575,66.51,13.06,22.34,936.76,1.99,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,11,Saturday,8,2025,High,Medium,Medium,30.51833333333333,Poor
Station1_LOG00641,SRV017,CL-6,2025-08-01 03:33:00,19.2,50.55,36.89,29.3,8.42,557.54,3.49,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,3,Friday,8,2025,Low,Medium,Low,64.45333333333333,Good
Station1_LOG00642,SRV082,CL-10,2025-08-01 12:59:00,83.84,22.04,44.2,8.0,6.46,255.93,5.41,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,12,Friday,8,2025,High,Low,Low,49.973333333333336,Fair
Station1_LOG00643,SRV023,CL-1,2025-08-02 00:30:00,91.57,22.14,24.66,12.16,16.91,917.08,1.48,Station1,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,0,Saturday,8,2025,High,Low,Low,53.876666666666665,Fair
Station1_LOG00644,SRV097,CL-3,2025-08-01 00:48:00,86.4,46.11,28.7,0.7,10.91,633.6,8.5,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,0,Friday,8,2025,High,Low,Low,46.26333333333334,Fair
Station1_LOG00645,SRV045,CL-2,2025-08-02 00:40:00,38.42,55.29,21.93,1.65,16.71,870.1,6.48,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,0,Saturday,8,2025,Low,Medium,Low,61.453333333333326,Good
Station1_LOG00646,SRV045,CL-2,2025-08-02 11:36:00,92.62,27.91,37.25,19.23,18.49,208.53,2.95,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,11,Saturday,8,2025,High,Low,Low,47.406666666666666,Fair
Station1_LOG00647,SRV026,CL-2,2025-08-01 09:24:00,86.96,43.53,38.34,29.33,24.2,901.67,5.09,Station1,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,9,Friday,8,2025,High,Low,Low,43.72333333333333,Fair
Station1_LOG00648,SRV041,CL-10,2025-08-02 22:43:00,47.88,77.51,41.7,18.86,6.51,362.49,1.85,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,22,Saturday,8,2025,Low,Medium,Low,44.30333333333332,Fair
